Series ID,Jan 2019,Feb 2019,Mar 2019,Apr 2019,May 2019,Jun 2019,Jul 2019,Aug 2019,Sep 2019,Oct 2019,Nov 2019,Dec 2019
LAUCN190450000000003,4.5(T),3.9(T),3.9(T),3.2(T),3.2(T),3.7(T),3.7(T),4.1(T),3.7(T),3.7(T),3.7(T),4.1(T)
LAUCN190450000000004,1032(T),879(T),895(T),722(T),727(T),860(T),860(T),961(T),850(T),848(T),859(T),935(T)
LAUCN190450000000005,21840(T),21922(T),21985(T),22173(T),22164(T),22465(T),22571(T),22338(T),22275(T),22295(T),22320(T),22144(T)
LAUCN190450000000006,22872(T),22801(T),22880(T),22895(T),22891(T),23325(T),23431(T),23299(T),23125(T),23143(T),23179(T),23079(T)
LAUCN190470000000003,5.2(T),4.8(T),5.0(T),3.3(T),2.9(T),3.2(T),3.1(T),3.2(T),2.5(T),2.4(T),2.8(T),4.4(T)
LAUCN190470000000004,432(T),399(T),407(T),266(T),236(T),261(T),257(T),261(T),208(T),199(T),234(T),367(T)
LAUCN190470000000005,7848(T),7894(T),7742(T),7823(T),7884(T),7998(T),7911(T),7915(T),7976(T),8071(T),8071(T),8005(T)
LAUCN190470000000006,8280(T),8293(T),8149(T),8089(T),8120(T),8259(T),8168(T),8176(T),8184(T),8270(T),8305(T),8372(T)
LAUCN190490000000003,2.3(T),2.1(T),2.1(T),1.7(T),1.9(T),2.1(T),2.2(T),2.0(T),1.7(T),1.6(T),1.7(T),2.1(T)
LAUCN190490000000004,1181(T),1055(T),1087(T),899(T),979(T),1095(T),1156(T),1028(T),890(T),844(T),865(T),1072(T)
LAUCN190490000000005,49349(T),49787(T),49856(T),50479(T),50352(T),50928(T),51511(T),51225(T),50938(T),51595(T),51088(T),50522(T)
LAUCN190490000000006,50530(T),50842(T),50943(T),51378(T),51331(T),52023(T),52667(T),52253(T),51828(T),52439(T),51953(T),51594(T)
LAUCN190510000000003,3.7(T),2.7(T),2.6(T),1.9(T),2.3(T),2.5(T),2.8(T),3.8(T),3.4(T),3.4(T),2.4(T),2.9(T)
LAUCN190510000000004,156(T),116(T),110(T),80(T),95(T),109(T),121(T),159(T),148(T),148(T),103(T),124(T)
LAUCN190510000000005,4102(T),4160(T),4090(T),4103(T),4078(T),4177(T),4149(T),4074(T),4143(T),4170(T),4244(T),4226(T)
LAUCN190510000000006,4258(T),4276(T),4200(T),4183(T),4173(T),4286(T),4270(T),4233(T),4291(T),4318(T),4347(T),4350(T)
LAUCN190530000000003,3.0(T),2.3(T),2.7(T),1.9(T),2.2(T),2.6(T),2.7(T),2.4(T),1.8(T),1.6(T),1.7(T),2.2(T)
LAUCN190530000000004,133(T),106(T),120(T),84(T),95(T),112(T),114(T),100(T),81(T),73(T),77(T),97(T)
LAUCN190530000000005,4271(T),4484(T),4373(T),4326(T),4304(T),4213(T),4169(T),4151(T),4368(T),4384(T),4387(T),4367(T)
LAUCN190530000000006,4404(T),4590(T),4493(T),4410(T),4399(T),4325(T),4283(T),4251(T),4449(T),4457(T),4464(T),4464(T)
LAUCN190550000000003,3.3(T),2.9(T),3.1(T),2.1(T),2.0(T),2.2(T),2.3(T),2.3(T),1.9(T),1.8(T),2.1(T),2.5(T)
LAUCN190550000000004,353(T),303(T),322(T),219(T),210(T),238(T),253(T),245(T),199(T),198(T),225(T),273(T)
LAUCN190550000000005,10203(T),10326(T),10197(T),10293(T),10441(T),10611(T),10589(T),10438(T),10510(T),10575(T),10625(T),10626(T)
LAUCN190550000000006,10556(T),10629(T),10519(T),10512(T),10651(T),10849(T),10842(T),10683(T),10709(T),10773(T),10850(T),10899(T)
LAUCN190570000000003,4.6(T),4.1(T),4.2(T),3.5(T),3.7(T),4.3(T),3.9(T),4.5(T),3.7(T),3.5(T),3.7(T),4.2(T)
LAUCN190570000000004,899(T),802(T),828(T),677(T),730(T),852(T),788(T),899(T),713(T),688(T),716(T),805(T)
LAUCN190570000000005,18569(T),18584(T),18757(T),18887(T),18931(T),19125(T),19349(T),18953(T),18701(T),18737(T),18509(T),18288(T)
LAUCN190570000000006,19468(T),19386(T),19585(T),19564(T),19661(T),19977(T),20137(T),19852(T),19414(T),19425(T),19225(T),19093(T)
LAUCN190590000000003,5.3(T),4.2(T),4.2(T),3.0(T),2.4(T),2.3(T),2.5(T),2.0(T),2.1(T),2.1(T),2.2(T),3.3(T)
LAUCN190590000000004,500(T),398(T),391(T),283(T),241(T),263(T),284(T),229(T),215(T),209(T),215(T),326(T)
LAUCN190590000000005,8887(T),9006(T),8962(T),9259(T),9968(T),11103(T),11279(T),11000(T),10266(T),9826(T),9527(T),9448(T)
LAUCN190590000000006,9387(T),9404(T),9353(T),9542(T),10209(T),11366(T),11563(T),11229(T),10481(T),10035(T),9742(T),9774(T)
LAUCN190610000000003,3.7(T),3.2(T),3.3(T),2.3(T),2.2(T),2.4(T),2.6(T),2.6(T),2.1(T),2.1(T),2.3(T),3.1(T)
LAUCN190610000000004,2102(T),1796(T),1884(T),1323(T),1220(T),1354(T),1482(T),1496(T),1218(T),1190(T),1322(T),1760(T)
LAUCN190610000000005,54593(T),54601(T),54837(T),55388(T),55445(T),55046(T),55723(T),55156(T),55659(T),55902(T),55522(T),55050(T)
LAUCN190610000000006,56695(T),56397(T),56721(T),56711(T),56665(T),56400(T),57205(T),56652(T),56877(T),57092(T),56844(T),56810(T)
LAUCN190630000000003,3.5(T),2.9(T),3.1(T),2.5(T),2.3(T),3.3(T),3.6(T),2.3(T),1.9(T),1.7(T),1.7(T),2.3(T)
LAUCN190630000000004,187(T),153(T),161(T),127(T),124(T),178(T),195(T),122(T),99(T),88(T),89(T),121(T)
LAUCN190630000000005,5109(T),5170(T),5084(T),5034(T),5165(T),5263(T),5282(T),5158(T),5200(T),5234(T),5209(T),5203(T)
LAUCN190630000000006,5296(T),5323(T),5245(T),5161(T),5289(T),5441(T),5477(T),5280(T),5299(T),5322(T),5298(T),5324(T)
LAUCN190650000000003,5.1(T),4.4(T),4.8(T),3.4(T),3.0(T),3.4(T),3.7(T),3.3(T),2.6(T),2.5(T),3.0(T),3.8(T)
LAUCN190650000000004,548(T),486(T),526(T),368(T),325(T),356(T),379(T),346(T),281(T),274(T),321(T),405(T)
LAUCN190650000000005,10284(T),10565(T),10399(T),10382(T),10448(T),10079(T),9991(T),10030(T),10434(T),10473(T),10457(T),10385(T)
LAUCN190650000000006,10832(T),11051(T),10925(T),10750(T),10773(T),10435(T),10370(T),10376(T),10715(T),10747(T),10778(T),10790(T)
LAUCN190670000000003,3.6(T),3.5(T),3.7(T),2.7(T),2.6(T),3.0(T),3.1(T),4.2(T),3.9(T),3.9(T),4.4(T),4.6(T)
LAUCN190670000000004,324(T),319(T),332(T),241(T),229(T),267(T),278(T),381(T),337(T),343(T),382(T),401(T)
LAUCN190670000000005,8755(T),8821(T),8683(T),8664(T),8647(T),8762(T),8810(T),8758(T),8356(T),8363(T),8338(T),8319(T)
LAUCN190670000000006,9079(T),9140(T),9015(T),8905(T),8876(T),9029(T),9088(T),9139(T),8693(T),8706(T),8720(T),8720(T)
LAUCN190690000000003,3.5(T),3.1(T),3.3(T),2.4(T),2.1(T),2.2(T),2.4(T),2.2(T),1.7(T),1.6(T),1.7(T),2.3(T)
LAUCN190690000000004,200(T),180(T),188(T),139(T),120(T),132(T),137(T),123(T),99(T),94(T),98(T),133(T)
LAUCN190690000000005,5590(T),5671(T),5533(T),5538(T),5644(T),5800(T),5688(T),5573(T),5586(T),5635(T),5637(T),5647(T)
LAUCN190690000000006,5790(T),5851(T),5721(T),5677(T),5764(T),5932(T),5825(T),5696(T),5685(T),5729(T),5735(T),5780(T)
LAUCN190710000000003,2.9(T),2.5(T),2.7(T),3.8(T),3.1(T),3.9(T),3.4(T),3.0(T),2.2(T),1.9(T),1.8(T),2.0(T)
LAUCN190710000000004,108(T),95(T),98(T),139(T),114(T),144(T),125(T),111(T),81(T),73(T),71(T),78(T)
LAUCN190710000000005,3631(T),3648(T),3596(T),3498(T),3525(T),3562(T),3598(T),3624(T),3641(T),3815(T),3810(T),3837(T)
LAUCN190710000000006,3739(T),3743(T),3694(T),3637(T),3639(T),3706(T),3723(T),3735(T),3722(T),3888(T),3881(T),3915(T)
LAUCN190730000000003,2.4(T),2.5(T),2.6(T),2.5(T),2.6(T),3.4(T),3.2(T),2.4(T),1.9(T),1.7(T),1.7(T),2.1(T)
LAUCN190730000000004,130(T),138(T),141(T),136(T),143(T),189(T),175(T),131(T),102(T),91(T),92(T),120(T)
LAUCN190730000000005,5311(T),5345(T),5242(T),5225(T),5294(T),5359(T),5354(T),5243(T),5383(T),5421(T),5459(T),5468(T)
LAUCN190730000000006,5441(T),5483(T),5383(T),5361(T),5437(T),5548(T),5529(T),5374(T),5485(T),5512(T),5551(T),5588(T)
LAUCN190750000000003,3.7(T),3.1(T),3.4(T),2.4(T),2.4(T),2.7(T),3.1(T),2.6(T),2.4(T),2.3(T),2.2(T),2.8(T)
LAUCN190750000000004,248(T),212(T),224(T),157(T),160(T),175(T),205(T),170(T),160(T),154(T),145(T),190(T)
LAUCN190750000000005,6377(T),6519(T),6398(T),6375(T),6406(T),6367(T),6379(T),6341(T),6466(T),6546(T),6576(T),6553(T)
LAUCN190750000000006,6625(T),6731(T),6622(T),6532(T),6566(T),6542(T),6584(T),6511(T),6626(T),6700(T),6721(T),6743(T)
LAUCN190770000000003,4.2(T),4.1(T),4.6(T),3.0(T),2.7(T),2.9(T),2.7(T),2.6(T),2.3(T),2.1(T),2.4(T),2.9(T)
LAUCN190770000000004,236(T),234(T),255(T),167(T),152(T),163(T),153(T),148(T),129(T),120(T),138(T),166(T)
LAUCN190770000000005,5377(T),5467(T),5341(T),5354(T),5404(T),5455(T),5522(T),5509(T),5483(T),5559(T),5578(T),5561(T)
LAUCN190770000000006,5613(T),5701(T),5596(T),5521(T),5556(T),5618(T),5675(T),5657(T),5612(T),5679(T),5716(T),5727(T)
LAUCN190790000000003,3.8(T),3.5(T),3.5(T),2.6(T),2.6(T),2.6(T),3.0(T),2.7(T),2.2(T),2.3(T),2.5(T),3.0(T)
LAUCN190790000000004,267(T),247(T),244(T),179(T),184(T),180(T),207(T),183(T),157(T),162(T),173(T),211(T)
LAUCN190790000000005,6723(T),6820(T),6709(T),6727(T),6781(T),6751(T),6791(T),6704(T),6822(T),6850(T),6835(T),6861(T)
LAUCN190790000000006,6990(T),7067(T),6953(T),6906(T),6965(T),6931(T),6998(T),6887(T),6979(T),7012(T),7008(T),7072(T)
LAUCN190810000000003,2.8(T),2.4(T),2.7(T),2.3(T),2.2(T),2.6(T),2.4(T),2.5(T),2.2(T),2.1(T),2.3(T),2.6(T)
LAUCN190810000000004,165(T),142(T),161(T),134(T),133(T),159(T),146(T),151(T),128(T),123(T),138(T),157(T)
LAUCN190810000000005,5798(T),5846(T),5728(T),5709(T),5785(T),5897(T),5856(T),5870(T),5807(T),5846(T),5837(T),5845(T)
LAUCN190810000000006,5963(T),5988(T),5889(T),5843(T),5918(T),6056(T),6002(T),6021(T),5935(T),5969(T),5975(T),6002(T)
LAUCN190830000000003,4.5(T),4.1(T),4.0(T),3.0(T),3.0(T),3.0(T),3.2(T),3.0(T),2.5(T),2.3(T),2.5(T),3.1(T)
LAUCN190830000000004,375(T),346(T),333(T),241(T),246(T),252(T),261(T),243(T),204(T),192(T),205(T),253(T)
LAUCN190830000000005,7883(T),7992(T),7911(T),7808(T),7873(T),8031(T),7903(T),7863(T),7922(T),8013(T),8010(T),8037(T)
LAUCN190830000000006,8258(T),8338(T),8244(T),8049(T),8119(T),8283(T),8164(T),8106(T),8126(T),8205(T),8215(T),8290(T)
LAUCN190850000000003,3.4(T),3.2(T),3.3(T),2.4(T),2.2(T),2.4(T),2.5(T),2.3(T),1.9(T),1.8(T),2.0(T),2.7(T)
LAUCN190850000000004,248(T),236(T),240(T),171(T),162(T),180(T),185(T),168(T),142(T),134(T),151(T),198(T)
LAUCN190850000000005,7066(T),7150(T),7061(T),7070(T),7124(T),7189(T),7278(T),7241(T),7205(T),7260(T),7277(T),7264(T)
LAUCN190850000000006,7314(T),7386(T),7301(T),7241(T),7286(T),7369(T),7463(T),7409(T),7347(T),7394(T),7428(T),7462(T)
LAUCN190870000000003,3.3(T),2.7(T),2.6(T),2.1(T),2.3(T),2.7(T),3.1(T),3.1(T),2.5(T),2.2(T),2.5(T),2.9(T)
LAUCN190870000000004,324(T),274(T),267(T),210(T),233(T),265(T),302(T),295(T),240(T),225(T),251(T),289(T)
LAUCN190870000000005,9469(T),9728(T),9824(T),9767(T),9682(T),9447(T),9547(T),9347(T),9549(T),9955(T),9757(T),9719(T)
LAUCN190870000000006,9793(T),10002(T),10091(T),9977(T),9915(T),9712(T),9849(T),9642(T),9789(T),10180(T),10008(T),10008(T)
LAUCN190890000000003,4.4(T),4.2(T),4.3(T),3.1(T),2.3(T),2.6(T),2.4(T),2.2(T),1.9(T),1.7(T),2.0(T),2.9(T)
LAUCN190890000000004,236(T),222(T),225(T),157(T),120(T),135(T),127(T),117(T),99(T),88(T),105(T),150(T)
LAUCN190890000000005,5108(T),5109(T),4983(T),4962(T),5064(T),5116(T),5135(T),5084(T),5085(T),5057(T),5099(T),5090(T)
LAUCN190890000000006,5344(T),5331(T),5208(T),5119(T),5184(T),5251(T),5262(T),5201(T),5184(T),5145(T),5204(T),5240(T)
LAUCN190910000000003,3.5(T),3.3(T),3.4(T),2.6(T),2.4(T),2.2(T),2.5(T),2.3(T),2.3(T),2.3(T),2.3(T),3.0(T)
LAUCN190910000000004,183(T),171(T),177(T),134(T),124(T),118(T),130(T),120(T),119(T),117(T),120(T),155(T)
LAUCN190910000000005,5031(T),5024(T),4959(T),4933(T),5004(T),5132(T),5021(T),5006(T),5079(T),5076(T),5110(T),5089(T)
LAUCN190910000000006,5214(T),5195(T),5136(T),5067(T),5128(T),5250(T),5151(T),5126(T),5198(T),5193(T),5230(T),5244(T)
LAUCN190930000000003,2.9(T),2.8(T),2.8(T),1.8(T),1.7(T),2.0(T),2.0(T),1.6(T),1.4(T),1.3(T),1.6(T),2.0(T)
LAUCN190930000000004,125(T),118(T),116(T),75(T),69(T),82(T),82(T),67(T),59(T),56(T),67(T),85(T)
LAUCN190930000000005,4138(T),4154(T),4047(T),4018(T),4087(T),4122(T),4095(T),4037(T),4089(T),4094(T),4081(T),4098(T)
LAUCN190930000000006,4263(T),4272(T),4163(T),4093(T),4156(T),4204(T),4177(T),4104(T),4148(T),4150(T),4148(T),4183(T)
LAUCN190950000000003,3.3(T),3.0(T),3.2(T),2.1(T),2.0(T),2.1(T),2.1(T),1.8(T),1.6(T),1.6(T),1.6(T),2.4(T)
LAUCN190950000000004,355(T),326(T),338(T),215(T),208(T),223(T),227(T),192(T),172(T),172(T),176(T),251(T)
LAUCN190950000000005,10330(T),10405(T),10262(T),10265(T),10321(T),10467(T),10516(T),10402(T),10441(T),10525(T),10539(T),10411(T)
LAUCN190950000000006,10685(T),10731(T),10600(T),10480(T),10529(T),10690(T),10743(T),10594(T),10613(T),10697(T),10715(T),10662(T)
LAUCN190970000000003,4.6(T),4.1(T),4.2(T),3.1(T),2.6(T),2.8(T),2.8(T),2.9(T),2.4(T),2.3(T),2.6(T),3.5(T)
LAUCN190970000000004,515(T),462(T),467(T),338(T),290(T),320(T),318(T),326(T),267(T),252(T),293(T),391(T)
LAUCN190970000000005,10676(T),10699(T),10618(T),10705(T),10830(T),10971(T),10968(T),10779(T),10760(T),10724(T),10778(T),10776(T)
LAUCN190970000000006,11191(T),11161(T),11085(T),11043(T),11120(T),11291(T),11286(T),11105(T),11027(T),10976(T),11071(T),11167(T)
LAUCN190990000000003,3.8(T),3.6(T),3.7(T),2.7(T),2.7(T),2.8(T),2.9(T),2.8(T),2.4(T),2.5(T),2.6(T),3.1(T)
LAUCN190990000000004,754(T),700(T),735(T),545(T),536(T),573(T),579(T),560(T),477(T),510(T),529(T),608(T)
LAUCN190990000000005,18920(T),19007(T),18997(T),19364(T),19421(T),19858(T),19632(T),19437(T),19652(T),19735(T),19477(T),19275(T)
LAUCN190990000000006,19674(T),19707(T),19732(T),19909(T),19957(T),20431(T),20211(T),19997(T),20129(T),20245(T),20006(T),19883(T)
LAUCN191010000000003,3.0(T),2.4(T),2.6(T),2.0(T),2.3(T),2.5(T),2.7(T),2.8(T),2.4(T),2.5(T),2.2(T),2.4(T)
LAUCN191010000000004,299(T),248(T),266(T),205(T),238(T),246(T),267(T),282(T),243(T),256(T),223(T),243(T)
LAUCN191010000000005,9717(T),10078(T),10008(T),9937(T),9923(T),9785(T),9808(T),9683(T),9975(T),10071(T),9984(T),9882(T)
LAUCN191010000000006,10016(T),10326(T),10274(T),10142(T),10161(T),10031(T),10075(T),9965(T),10218(T),10327(T),10207(T),10125(T)
LAUCN191030000000003,2.3(T),1.9(T),2.0(T),1.7(T),2.0(T),2.3(T),2.4(T),2.2(T),1.9(T),1.7(T),1.8(T),2.2(T)
LAUCN191030000000004,1985(T),1661(T),1791(T),1526(T),1742(T),2016(T),2110(T),1917(T),1666(T),1476(T),1604(T),1909(T)
LAUCN191030000000005,84520(T),85381(T),85966(T),86550(T),84594(T),84991(T),86468(T),86555(T),86309(T),87864(T),87097(T),85224(T)
LAUCN191030000000006,86505(T),87042(T),87757(T),88076(T),86336(T),87007(T),88578(T),88472(T),87975(T),89340(T),88701(T),87133(T)
LAUCN191050000000003,4.8(T),4.5(T),4.7(T),3.1(T),2.5(T),2.8(T),2.8(T),2.6(T),2.3(T),2.2(T),2.6(T),3.6(T)
LAUCN191050000000004,521(T),494(T),511(T),332(T),264(T),295(T),298(T),275(T),248(T),239(T),279(T),398(T)
LAUCN191050000000005,10338(T),10427(T),10340(T),10364(T),10352(T),10418(T),10497(T),10474(T),10482(T),10559(T),10574(T),10546(T)
LAUCN191050000000006,10859(T),10921(T),10851(T),10696(T),10616(T),10713(T),10795(T),10749(T),10730(T),10798(T),10853(T),10944(T)
LAUCN191070000000003,4.4(T),4.3(T),4.2(T),2.8(T),2.7(T),3.0(T),3.0(T),3.2(T),2.9(T),2.9(T),2.5(T),3.3(T)
LAUCN191070000000004,236(T),230(T),222(T),148(T),141(T),161(T),157(T),168(T),154(T),155(T),135(T),178(T)
LAUCN191070000000005,5087(T),5134(T),5075(T),5088(T),5090(T),5175(T),5108(T),5107(T),5093(T),5169(T),5219(T),5196(T)
LAUCN191070000000006,5323(T),5364(T),5297(T),5236(T),5231(T),5336(T),5265(T),5275(T),5247(T),5324(T),5354(T),5374(T)
LAUCN191090000000003,3.1(T),2.6(T),3.0(T),2.2(T),1.9(T),2.0(T),2.0(T),2.2(T),2.0(T),1.8(T),1.8(T),2.1(T)
LAUCN191090000000004,263(T),226(T),251(T),181(T),158(T),177(T),173(T),189(T),170(T),152(T),155(T),186(T)
LAUCN191090000000005,8263(T),8351(T),8222(T),8128(T),8290(T),8540(T),8361(T),8260(T),8293(T),8381(T),8436(T),8515(T)
LAUCN191090000000006,8526(T),8577(T),8473(T),8309(T),8448(T),8717(T),8534(T),8449(T),8463(T),8533(T),8591(T),8701(T)
LAUCN191110000000003,4.5(T),4.1(T),4.3(T),3.6(T),3.4(T),3.8(T),4.2(T),5.0(T),3.5(T),3.4(T),3.6(T),3.9(T)
LAUCN191110000000004,726(T),667(T),693(T),579(T),550(T),634(T),702(T),819(T),577(T),564(T),578(T),638(T)
LAUCN191110000000005,15408(T),15453(T),15462(T),15574(T),15568(T),15896(T),15824(T),15444(T),15777(T),15891(T),15679(T),15614(T)
LAUCN191110000000006,16134(T),16120(T),16155(T),16153(T),16118(T),16530(T),16526(T),16263(T),16354(T),16455(T),16257(T),16252(T)
LAUCN191130000000003,3.6(T),3.1(T),3.2(T),2.5(T),2.6(T),2.9(T),3.1(T),3.1(T),2.6(T),2.6(T),2.7(T),3.1(T)
LAUCN191130000000004,4441(T),3797(T),4013(T),3119(T),3213(T),3663(T),3865(T),3820(T),3298(T),3242(T),3400(T),3814(T)
LAUCN191130000000005,118333(T),118730(T),120000(T),121152(T),119816(T),120797(T),121747(T),120977(T),121177(T),121813(T),120730(T),119731(T)
LAUCN191130000000006,122774(T),122527(T),124013(T),124271(T),123029(T),124460(T),125612(T),124797(T),124475(T),125055(T),124130(T),123545(T)
LAUCN191150000000003,4.0(T),3.6(T),3.5(T),2.4(T),2.7(T),3.1(T),3.0(T),3.3(T),2.6(T),2.5(T),2.8(T),3.4(T)
LAUCN191150000000004,241(T),219(T),212(T),142(T),163(T),188(T),188(T),207(T),161(T),151(T),169(T),213(T)
LAUCN191150000000005,5803(T),5857(T),5812(T),5857(T),5875(T),5974(T),6006(T),5976(T),5968(T),5976(T),5974(T),6002(T)
LAUCN191150000000006,6044(T),6076(T),6024(T),5999(T),6038(T),6162(T),6194(T),6183(T),6129(T),6127(T),6143(T),6215(T)
LAUCN191170000000003,2.5(T),2.0(T),2.4(T),1.7(T),1.9(T),2.1(T),2.3(T),2.2(T),2.0(T),1.8(T),1.8(T),2.1(T)
LAUCN191170000000004,117(T),94(T),114(T),77(T),87(T),99(T),111(T),103(T),93(T),83(T),85(T),97(T)
LAUCN191170000000005,4572(T),4611(T),4577(T),4580(T),4585(T),4697(T),4671(T),4551(T),4508(T),4601(T),4639(T),4606(T)
LAUCN191170000000006,4689(T),4705(T),4691(T),4657(T),4672(T),4796(T),4782(T),4654(T),4601(T),4684(T),4724(T),4703(T)
LAUCN191190000000003,2.4(T),2.0(T),2.1(T),1.7(T),1.5(T),1.4(T),1.6(T),1.3(T),1.2(T),1.2(T),1.5(T),2.0(T)
LAUCN191190000000004,172(T),143(T),147(T),115(T),105(T),103(T),119(T),92(T),88(T),83(T),109(T),147(T)
LAUCN191190000000005,6915(T),7017(T),6849(T),6828(T),7001(T),7187(T),7140(T),7060(T),7019(T),7064(T),7044(T),7070(T)
LAUCN191190000000006,7087(T),7160(T),6996(T),6943(T),7106(T),7290(T),7259(T),7152(T),7107(T),7147(T),7153(T),7217(T)
LAUCN191210000000003,5.3(T),5.1(T),5.4(T),3.7(T),3.1(T),3.5(T),3.2(T),3.1(T),2.7(T),2.7(T),2.9(T),3.5(T)
LAUCN191210000000004,458(T),443(T),473(T),320(T),270(T),309(T),283(T),271(T),231(T),237(T),253(T),302(T)
LAUCN191210000000005,8175(T),8267(T),8219(T),8298(T),8303(T),8396(T),8494(T),8454(T),8409(T),8520(T),8467(T),8394(T)
LAUCN191210000000006,8633(T),8710(T),8692(T),8618(T),8573(T),8705(T),8777(T),8725(T),8640(T),8757(T),8720(T),8696(T)
LAUCN191230000000003,2.9(T),2.7(T),2.8(T),2.2(T),2.4(T),2.6(T),2.8(T),2.7(T),2.4(T),2.4(T),2.2(T),2.5(T)
LAUCN191230000000004,340(T),322(T),335(T),256(T),286(T),314(T),342(T),321(T),290(T),291(T),264(T),306(T)
LAUCN191230000000005,11487(T),11655(T),11593(T),11612(T),11686(T),11751(T),11829(T),11588(T),11861(T),11860(T),11774(T),11765(T)
LAUCN191230000000006,11827(T),11977(T),11928(T),11868(T),11972(T),12065(T),12171(T),11909(T),12151(T),12151(T),12038(T),12071(T)
LAUCN191250000000003,2.7(T),2.5(T),2.6(T),1.9(T),2.0(T),2.1(T),2.3(T),2.0(T),1.8(T),1.7(T),1.8(T),2.3(T)
LAUCN191250000000004,494(T),462(T),479(T),360(T),365(T),396(T),425(T),376(T),341(T),323(T),338(T),437(T)
LAUCN191250000000005,17477(T),17716(T),17879(T),18123(T),18169(T),18465(T),18462(T),18089(T),18413(T),18521(T),18280(T),18204(T)
LAUCN191250000000006,17971(T),18178(T),18358(T),18483(T),18534(T),18861(T),18887(T),18465(T),18754(T),18844(T),18618(T),18641(T)
LAUCN191270000000003,7.3(T),6.5(T),6.7(T),4.2(T),3.6(T),3.9(T),3.8(T),3.6(T),3.0(T),3.0(T),3.2(T),5.6(T)
LAUCN191270000000004,1336(T),1199(T),1238(T),752(T),648(T),717(T),691(T),643(T),535(T),533(T),578(T),1012(T)
LAUCN191270000000005,17059(T),17255(T),17203(T),17265(T),17227(T),17523(T),17637(T),17398(T),17301(T),17343(T),17225(T),17215(T)
LAUCN191270000000006,18395(T),18454(T),18441(T),18017(T),17875(T),18240(T),18328(T),18041(T),17836(T),17876(T),17803(T),18227(T)
LAUCN191290000000003,2.8(T),2.5(T),2.7(T),2.3(T),2.3(T),2.4(T),2.5(T),2.3(T),2.0(T),1.9(T),2.1(T),2.5(T)
LAUCN191290000000004,208(T),186(T),196(T),170(T),172(T),180(T),190(T),173(T),152(T),144(T),155(T),187(T)
LAUCN191290000000005,7146(T),7214(T),7172(T),7199(T),7235(T),7301(T),7389(T),7347(T),7307(T),7359(T),7354(T),7325(T)
LAUCN191290000000006,7354(T),7400(T),7368(T),7369(T),7407(T),7481(T),7579(T),7520(T),7459(T),7503(T),7509(T),7512(T)
LAUCN191310000000003,2.2(T),2.5(T),2.2(T),1.9(T),1.6(T),1.5(T),1.6(T),1.5(T),1.4(T),1.4(T),1.4(T),1.9(T)
LAUCN191310000000004,137(T),156(T),140(T),122(T),109(T),110(T),119(T),112(T),101(T),100(T),96(T),124(T)
LAUCN191310000000005,6167(T),6211(T),6120(T),6394(T),6836(T),7113(T),7225(T),7318(T),6974(T),6909(T),6740(T),6417(T)
LAUCN191310000000006,6304(T),6367(T),6260(T),6516(T),6945(T),7223(T),7344(T),7430(T),7075(T),7009(T),6836(T),6541(T)
LAUCN191330000000003,4.1(T),3.5(T),3.6(T),2.6(T),2.4(T),3.1(T),3.2(T),3.0(T),2.5(T),2.3(T),2.5(T),3.1(T)
LAUCN191330000000004,183(T),160(T),161(T),115(T),106(T),139(T),145(T),134(T),110(T),103(T),112(T),140(T)
LAUCN191330000000005,4321(T),4405(T),4327(T),4305(T),4357(T),4414(T),4354(T),4314(T),4349(T),4384(T),4378(T),4379(T)
LAUCN191330000000006,4504(T),4565(T),4488(T),4420(T),4463(T),4553(T),4499(T),4448(T),4459(T),4487(T),4490(T),4519(T)
LAUCN191350000000003,4.2(T),3.7(T),3.6(T),2.5(T),2.5(T),2.7(T),2.8(T),3.3(T),3.1(T),2.8(T),2.7(T),2.9(T)
LAUCN191350000000004,172(T),153(T),146(T),98(T),100(T),112(T),116(T),133(T),128(T),114(T),109(T),118(T)
LAUCN191350000000005,3880(T),3936(T),3875(T),3857(T),3889(T),3978(T),3972(T),3952(T),3998(T),4002(T),3971(T),3969(T)
LAUCN191350000000006,4052(T),4089(T),4021(T),3955(T),3989(T),4090(T),4088(T),4085(T),4126(T),4116(T),4080(T),4087(T)
LAUCN191370000000003,3.4(T),3.0(T),3.1(T),2.3(T),2.3(T),2.6(T),2.9(T),2.7(T),2.1(T),2.2(T),2.5(T),2.9(T)
LAUCN191370000000004,170(T),152(T),156(T),115(T),119(T),135(T),150(T),133(T),107(T),110(T),123(T),146(T)
LAUCN191370000000005,4875(T),4934(T),4862(T),4900(T),4962(T),5029(T),4957(T),4873(T),4884(T),4872(T),4881(T),4891(T)
LAUCN191370000000006,5045(T),5086(T),5018(T),5015(T),5081(T),5164(T),5107(T),5006(T),4991(T),4982(T),5004(T),5037(T)
LAUCN191390000000003,3.8(T),3.4(T),3.5(T),2.7(T),2.5(T),2.8(T),2.8(T),2.7(T),2.4(T),2.4(T),2.5(T),3.0(T)
LAUCN191390000000004,828(T),734(T),768(T),599(T),554(T),638(T),635(T),613(T),533(T),536(T),558(T),662(T)
LAUCN191390000000005,20826(T),21155(T),21212(T),21375(T),21299(T),21844(T),22086(T),21737(T),21668(T),21545(T),21341(T),21135(T)
LAUCN191390000000006,21654(T),21889(T),21980(T),21974(T),21853(T),22482(T),22721(T),22350(T),22201(T),22081(T),21899(T),21797(T)
