area_type_code	area_code	area_text	display_level	selectable	sort_sequence
F	CN2602500000000	Calhoun County, MI	0	T	3783
F	CN2602700000000	Cass County, MI	0	T	3784
F	CN2602900000000	Charlevoix County, MI	0	T	3785
F	CN2603100000000	Cheboygan County, MI	0	T	3786
F	CN2603300000000	Chippewa County, MI	0	T	3787
F	CN2603500000000	Clare County, MI	0	T	3788
F	CN2603700000000	Clinton County, MI	0	T	3789
F	CN2603900000000	Crawford County, MI	0	T	3790
F	CN2604100000000	Delta County, MI	0	T	3791
F	CN2604300000000	Dickinson County, MI	0	T	3792
F	CN2604500000000	Eaton County, MI	0	T	3793
F	CN2604700000000	Emmet County, MI	0	T	3794
F	CN2604900000000	Genesee County, MI	0	T	3795
F	CN2605100000000	Gladwin County, MI	0	T	3796
F	CN2605300000000	Gogebic County, MI	0	T	3797
F	CN2605500000000	Grand Traverse County, MI	0	T	3798
F	CN2605700000000	Gratiot County, MI	0	T	3799
F	CN2605900000000	Hillsdale County, MI	0	T	3800
F	CN2606100000000	Houghton County, MI	0	T	3801
F	CN2606300000000	Huron County, MI	0	T	3802
F	CN2606500000000	Ingham County, MI	0	T	3803
F	CN2606700000000	Ionia County, MI	0	T	3804
F	CN2606900000000	Iosco County, MI	0	T	3805
F	CN2607100000000	Iron County, MI	0	T	3806
F	CN2607300000000	Isabella County, MI	0	T	3807
F	CN2607500000000	Jackson County, MI	0	T	3808
F	CN2607700000000	Kalamazoo County, MI	0	T	3809
F	CN2607900000000	Kalkaska County, MI	0	T	3810
F	CN2608100000000	Kent County, MI	0	T	3811
F	CN2608300000000	Keweenaw County, MI	0	T	3812
F	CN2608500000000	Lake County, MI	0	T	3813
F	CN2608700000000	Lapeer County, MI	0	T	3814
F	CN2608900000000	Leelanau County, MI	0	T	3815
F	CN2609100000000	Lenawee County, MI	0	T	3816
F	CN2609300000000	Livingston County, MI	0	T	3817
F	CN2609500000000	Luce County, MI	0	T	3818
F	CN2609700000000	Mackinac County, MI	0	T	3819
F	CN2609900000000	Macomb County, MI	0	T	3820
F	CN2610100000000	Manistee County, MI	0	T	3821
F	CN2610300000000	Marquette County, MI	0	T	3822
F	CN2610500000000	Mason County, MI	0	T	3823
F	CN2610700000000	Mecosta County, MI	0	T	3824
F	CN2610900000000	Menominee County, MI	0	T	3825
F	CN2611100000000	Midland County, MI	0	T	3826
F	CN2611300000000	Missaukee County, MI	0	T	3827
F	CN2611500000000	Monroe County, MI	0	T	3828
F	CN2611700000000	Montcalm County, MI	0	T	3829
F	CN2611900000000	Montmorency County, MI	0	T	3830
F	CN2612100000000	Muskegon County, MI	0	T	3831
F	CN2612300000000	Newaygo County, MI	0	T	3832
F	CN2612500000000	Oakland County, MI	0	T	3833
F	CN2612700000000	Oceana County, MI	0	T	3834
F	CN2612900000000	Ogemaw County, MI	0	T	3835
F	CN2613100000000	Ontonagon County, MI	0	T	3836
F	CN2613300000000	Osceola County, MI	0	T	3837
F	CN2613500000000	Oscoda County, MI	0	T	3838
F	CN2613700000000	Otsego County, MI	0	T	3839
F	CN2613900000000	Ottawa County, MI	0	T	3840
F	CN2614100000000	Presque Isle County, MI	0	T	3841
F	CN2614300000000	Roscommon County, MI	0	T	3842
F	CN2614500000000	Saginaw County, MI	0	T	3843
F	CN2614700000000	St. Clair County, MI	0	T	3844
F	CN2614900000000	St. Joseph County, MI	0	T	3845
F	CN2615100000000	Sanilac County, MI	0	T	3846
F	CN2615300000000	Schoolcraft County, MI	0	T	3847
F	CN2615500000000	Shiawassee County, MI	0	T	3848
F	CN2615700000000	Tuscola County, MI	0	T	3849
F	CN2615900000000	Van Buren County, MI	0	T	3850
F	CN2616100000000	Washtenaw County, MI	0	T	3851
F	CN2616300000000	Wayne County, MI	0	T	3852
F	CN2616500000000	Wexford County, MI	0	T	3853
F	CN3000100000000	Beaverhead County, MT	0	T	4454
F	CN3000300000000	Big Horn County, MT	0	T	4455
F	CN3000500000000	Blaine County, MT	0	T	4456
F	CN3000700000000	Broadwater County, MT	0	T	4457
F	CN3000900000000	Carbon County, MT	0	T	4458
F	CN3001100000000	Carter County, MT	0	T	4459
F	CN3001300000000	Cascade County, MT	0	T	4460
F	CN3001500000000	Chouteau County, MT	0	T	4461
F	CN3001700000000	Custer County, MT	0	T	4462
F	CN3001900000000	Daniels County, MT	0	T	4463
F	CN3002100000000	Dawson County, MT	0	T	4464
F	CN3002300000000	Deer Lodge County, MT	0	T	4465
F	CN3002500000000	Fallon County, MT	0	T	4466
F	CN3002700000000	Fergus County, MT	0	T	4467
F	CN3002900000000	Flathead County, MT	0	T	4468
F	CN3003100000000	Gallatin County, MT	0	T	4469
F	CN3003300000000	Garfield County, MT	0	T	4470
F	CN3003500000000	Glacier County, MT	0	T	4471
F	CN3003700000000	Golden Valley County, MT	0	T	4472
F	CN3003900000000	Granite County, MT	0	T	4473
F	CN3004100000000	Hill County, MT	0	T	4474
F	CN3004300000000	Jefferson County, MT	0	T	4475
F	CN3004500000000	Judith Basin County, MT	0	T	4476
F	CN3004700000000	Lake County, MT	0	T	4477
F	CN3004900000000	Lewis and Clark County, MT	0	T	4478
F	CN3005100000000	Liberty County, MT	0	T	4479
F	CN3005300000000	Lincoln County, MT	0	T	4480
F	CN3005500000000	McCone County, MT	0	T	4481
F	CN3005700000000	Madison County, MT	0	T	4482
F	CN3005900000000	Meagher County, MT	0	T	4483
F	CN3006100000000	Mineral County, MT	0	T	4484
F	CN3006300000000	Missoula County, MT	0	T	4485
F	CN3006500000000	Musselshell County, MT	0	T	4486
F	CN3006700000000	Park County, MT	0	T	4487
F	CN3006900000000	Petroleum County, MT	0	T	4488
F	CN3007100000000	Phillips County, MT	0	T	4489
F	CN3007300000000	Pondera County, MT	0	T	4490
F	CN3007500000000	Powder River County, MT	0	T	4491
F	CN3007700000000	Powell County, MT	0	T	4492
F	CN3007900000000	Prairie County, MT	0	T	4493
F	CN3008100000000	Ravalli County, MT	0	T	4494
F	CN3008300000000	Richland County, MT	0	T	4495
F	CN3008500000000	Roosevelt County, MT	0	T	4496
F	CN3008700000000	Rosebud County, MT	0	T	4497
F	CN3008900000000	Sanders County, MT	0	T	4498
F	CN3009100000000	Sheridan County, MT	0	T	4499
F	CN3009300000000	Silver Bow County, MT	0	T	4500
F	CN3009500000000	Stillwater County, MT	0	T	4501
F	CN3009700000000	Sweet Grass County, MT	0	T	4502
F	CN3009900000000	Teton County, MT	0	T	4503
F	CN3010100000000	Toole County, MT	0	T	4504
F	CN3010300000000	Treasure County, MT	0	T	4505
F	CN3010500000000	Valley County, MT	0	T	4506
F	CN3010700000000	Wheatland County, MT	0	T	4507
F	CN3010900000000	Wibaux County, MT	0	T	4508
F	CN3011100000000	Yellowstone County, MT	0	T	4509
F	CN3300100000000	Belknap County, NH	0	T	4683
F	CN3300300000000	Carroll County, NH	0	T	4684
F	CN3300500000000	Cheshire County, NH	0	T	4685
F	CN3300700000000	Coos County, NH	0	T	4686
F	CN3300900000000	Grafton County, NH	0	T	4687
F	CN3301100000000	Hillsborough County, NH	0	T	4688
F	CN3301300000000	Merrimack County, NH	0	T	4689
F	CN3301500000000	Rockingham County, NH	0	T	4690
F	CN3301700000000	Strafford County, NH	0	T	4691
F	CN3301900000000	Sullivan County, NH	0	T	4692
F	CN3700100000000	Alamance County, NC	0	T	5411
F	CN3700300000000	Alexander County, NC	0	T	5412
F	CN3700500000000	Alleghany County, NC	0	T	5413
F	CN3700700000000	Anson County, NC	0	T	5414
F	CN3700900000000	Ashe County, NC	0	T	5415
F	CN3701100000000	Avery County, NC	0	T	5416
F	CN3701300000000	Beaufort County, NC	0	T	5417
F	CN3701500000000	Bertie County, NC	0	T	5418
F	CN3701700000000	Bladen County, NC	0	T	5419
F	CN3701900000000	Brunswick County, NC	0	T	5420
F	CN3702100000000	Buncombe County, NC	0	T	5421
F	CN3702300000000	Burke County, NC	0	T	5422
F	CN3702500000000	Cabarrus County, NC	0	T	5423
F	CN3702700000000	Caldwell County, NC	0	T	5424
F	CN3702900000000	Camden County, NC	0	T	5425
F	CN3703100000000	Carteret County, NC	0	T	5426
F	CN3703300000000	Caswell County, NC	0	T	5427
F	CN3703500000000	Catawba County, NC	0	T	5428
F	CN3703700000000	Chatham County, NC	0	T	5429
F	CN3703900000000	Cherokee County, NC	0	T	5430
F	CN3704100000000	Chowan County, NC	0	T	5431
F	CN3704300000000	Clay County, NC	0	T	5432
F	CN3704500000000	Cleveland County, NC	0	T	5433
F	CN3704700000000	Columbus County, NC	0	T	5434
F	CN3704900000000	Craven County, NC	0	T	5435
F	CN3705100000000	Cumberland County, NC	0	T	5436
F	CN3705300000000	Currituck County, NC	0	T	5437
F	CN3705500000000	Dare County, NC	0	T	5438
F	CN3705700000000	Davidson County, NC	0	T	5439
F	CN3705900000000	Davie County, NC	0	T	5440
F	CN3706100000000	Duplin County, NC	0	T	5441
F	CN3706300000000	Durham County, NC	0	T	5442
F	CN3706500000000	Edgecombe County, NC	0	T	5443
F	CN3706700000000	Forsyth County, NC	0	T	5444
F	CN3706900000000	Franklin County, NC	0	T	5445
F	CN3707100000000	Gaston County, NC	0	T	5446
F	CN3707300000000	Gates County, NC	0	T	5447
F	CN3707500000000	Graham County, NC	0	T	5448
F	CN3707700000000	Granville County, NC	0	T	5449
F	CN3707900000000	Greene County, NC	0	T	5450
F	CN3708100000000	Guilford County, NC	0	T	5451
F	CN3708300000000	Halifax County, NC	0	T	5452
F	CN3708500000000	Harnett County, NC	0	T	5453
F	CN3708700000000	Haywood County, NC	0	T	5454
F	CN3708900000000	Henderson County, NC	0	T	5455
F	CN3709100000000	Hertford County, NC	0	T	5456
F	CN3709300000000	Hoke County, NC	0	T	5457
F	CN3709500000000	Hyde County, NC	0	T	5458
F	CN3709700000000	Iredell County, NC	0	T	5459
F	CN3709900000000	Jackson County, NC	0	T	5460
F	CN3710100000000	Johnston County, NC	0	T	5461
F	CN3710300000000	Jones County, NC	0	T	5462
F	CN3710500000000	Lee County, NC	0	T	5463
F	CN3710700000000	Lenoir County, NC	0	T	5464
F	CN3710900000000	Lincoln County, NC	0	T	5465
F	CN3711100000000	McDowell County, NC	0	T	5466
F	CN3711300000000	Macon County, NC	0	T	5467
F	CN3711500000000	Madison County, NC	0	T	5468
F	CN3711700000000	Martin County, NC	0	T	5469
F	CN3711900000000	Mecklenburg County, NC	0	T	5470
F	CN3712100000000	Mitchell County, NC	0	T	5471
F	CN3712300000000	Montgomery County, NC	0	T	5472
F	CN3712500000000	Moore County, NC	0	T	5473
F	CN3712700000000	Nash County, NC	0	T	5474
F	CN3712900000000	New Hanover County, NC	0	T	5475
F	CN3713100000000	Northampton County, NC	0	T	5476
F	CN3713300000000	Onslow County, NC	0	T	5477
F	CN3713500000000	Orange County, NC	0	T	5478
F	CN3713700000000	Pamlico County, NC	0	T	5479
F	CN3713900000000	Pasquotank County, NC	0	T	5480
F	CN3714100000000	Pender County, NC	0	T	5481
F	CN3714300000000	Perquimans County, NC	0	T	5482
F	CN3714500000000	Person County, NC	0	T	5483
F	CN3714700000000	Pitt County, NC	0	T	5484
F	CN3714900000000	Polk County, NC	0	T	5485
F	CN3715100000000	Randolph County, NC	0	T	5486
F	CN3715300000000	Richmond County, NC	0	T	5487
F	CN3715500000000	Robeson County, NC	0	T	5488
F	CN3715700000000	Rockingham County, NC	0	T	5489
F	CN3715900000000	Rowan County, NC	0	T	5490
F	CN3716100000000	Rutherford County, NC	0	T	5491
F	CN3716300000000	Sampson County, NC	0	T	5492
F	CN3716500000000	Scotland County, NC	0	T	5493
F	CN3716700000000	Stanly County, NC	0	T	5494
F	CN3716900000000	Stokes County, NC	0	T	5495
F	CN3717100000000	Surry County, NC	0	T	5496
F	CN3717300000000	Swain County, NC	0	T	5497
F	CN3717500000000	Transylvania County, NC	0	T	5498
F	CN3717700000000	Tyrrell County, NC	0	T	5499
F	CN3717900000000	Union County, NC	0	T	5500
F	CN3718100000000	Vance County, NC	0	T	5501
F	CN3718300000000	Wake County, NC	0	T	5502
F	CN3718500000000	Warren County, NC	0	T	5503
F	CN3718700000000	Washington County, NC	0	T	5504
F	CN3718900000000	Watauga County, NC	0	T	5505
F	CN3719100000000	Wayne County, NC	0	T	5506
F	CN3719300000000	Wilkes County, NC	0	T	5507
F	CN3719500000000	Wilson County, NC	0	T	5508
F	CN3719700000000	Yadkin County, NC	0	T	5509
F	CN3719900000000	Yancey County, NC	0	T	5510
F	CN3800100000000	Adams County, ND	0	T	5589
F	CN3800300000000	Barnes County, ND	0	T	5590
F	CN3800500000000	Benson County, ND	0	T	5591
F	CN3800700000000	Billings County, ND	0	T	5592
F	CN3800900000000	Bottineau County, ND	0	T	5593
F	CN3801100000000	Bowman County, ND	0	T	5594
F	CN3801300000000	Burke County, ND	0	T	5595
F	CN3801500000000	Burleigh County, ND	0	T	5596
F	CN3801700000000	Cass County, ND	0	T	5597
F	CN3801900000000	Cavalier County, ND	0	T	5598
F	CN3802100000000	Dickey County, ND	0	T	5599
F	CN3802300000000	Divide County, ND	0	T	5600
F	CN3802500000000	Dunn County, ND	0	T	5601
F	CN3802700000000	Eddy County, ND	0	T	5602
F	CN3802900000000	Emmons County, ND	0	T	5603
F	CN3803100000000	Foster County, ND	0	T	5604
F	CN3803300000000	Golden Valley County, ND	0	T	5605
F	CN3803500000000	Grand Forks County, ND	0	T	5606
F	CN3803700000000	Grant County, ND	0	T	5607
F	CN3803900000000	Griggs County, ND	0	T	5608
F	CN3804100000000	Hettinger County, ND	0	T	5609
F	CN3804300000000	Kidder County, ND	0	T	5610
F	CN3804500000000	LaMoure County, ND	0	T	5611
F	CN3804700000000	Logan County, ND	0	T	5612
F	CN3804900000000	McHenry County, ND	0	T	5613
F	CN3805100000000	McIntosh County, ND	0	T	5614
F	CN3805300000000	McKenzie County, ND	0	T	5615
F	CN3805500000000	McLean County, ND	0	T	5616
F	CN3805700000000	Mercer County, ND	0	T	5617
F	CN3805900000000	Morton County, ND	0	T	5618
F	CN3806100000000	Mountrail County, ND	0	T	5619
F	CN3806300000000	Nelson County, ND	0	T	5620
F	CN3806500000000	Oliver County, ND	0	T	5621
F	CN3806700000000	Pembina County, ND	0	T	5622
F	CN3806900000000	Pierce County, ND	0	T	5623
F	CN3807100000000	Ramsey County, ND	0	T	5624
F	CN3807300000000	Ransom County, ND	0	T	5625
F	CN3807500000000	Renville County, ND	0	T	5626
F	CN3807700000000	Richland County, ND	0	T	5627
F	CN3807900000000	Rolette County, ND	0	T	5628
F	CN3808100000000	Sargent County, ND	0	T	5629
F	CN3808300000000	Sheridan County, ND	0	T	5630
F	CN3808500000000	Sioux County, ND	0	T	5631
F	CN3808700000000	Slope County, ND	0	T	5632
F	CN3808900000000	Stark County, ND	0	T	5633
F	CN3809100000000	Steele County, ND	0	T	5634
F	CN3809300000000	Stutsman County, ND	0	T	5635
F	CN3809500000000	Towner County, ND	0	T	5636
F	CN3809700000000	Traill County, ND	0	T	5637
F	CN3809900000000	Walsh County, ND	0	T	5638
F	CN3810100000000	Ward County, ND	0	T	5639
F	CN3810300000000	Wells County, ND	0	T	5640
F	CN3810500000000	Williams County, ND	0	T	5641
F	CN3900100000000	Adams County, OH	0	T	5706
F	CN3900300000000	Allen County, OH	0	T	5707
F	CN3900500000000	Ashland County, OH	0	T	5708
F	CN3900700000000	Ashtabula County, OH	0	T	5709
F	CN3900900000000	Athens County, OH	0	T	5710
F	CN3901100000000	Auglaize County, OH	0	T	5711
F	CN3901300000000	Belmont County, OH	0	T	5712
F	CN3901500000000	Brown County, OH	0	T	5713
F	CN3901700000000	Butler County, OH	0	T	5714
F	CN3901900000000	Carroll County, OH	0	T	5715
F	CN3902100000000	Champaign County, OH	0	T	5716
F	CN3902300000000	Clark County, OH	0	T	5717
F	CN3902500000000	Clermont County, OH	0	T	5718
F	CN3902700000000	Clinton County, OH	0	T	5719
F	CN3902900000000	Columbiana County, OH	0	T	5720
F	CN3903100000000	Coshocton County, OH	0	T	5721
F	CN3903300000000	Crawford County, OH	0	T	5722
F	CN3903500000000	Cuyahoga County, OH	0	T	5723
F	CN3903700000000	Darke County, OH	0	T	5724
F	CN3903900000000	Defiance County, OH	0	T	5725
F	CN3904100000000	Delaware County, OH	0	T	5726
F	CN3904300000000	Erie County, OH	0	T	5727
F	CN3904500000000	Fairfield County, OH	0	T	5728
F	CN3904700000000	Fayette County, OH	0	T	5729
F	CN3904900000000	Franklin County, OH	0	T	5730
F	CN3905100000000	Fulton County, OH	0	T	5731
F	CN3905300000000	Gallia County, OH	0	T	5732
F	CN3905500000000	Geauga County, OH	0	T	5733
F	CN3905700000000	Greene County, OH	0	T	5734
F	CN3905900000000	Guernsey County, OH	0	T	5735
F	CN3906100000000	Hamilton County, OH	0	T	5736
F	CN3906300000000	Hancock County, OH	0	T	5737
F	CN3906500000000	Hardin County, OH	0	T	5738
F	CN3906700000000	Harrison County, OH	0	T	5739
F	CN3906900000000	Henry County, OH	0	T	5740
F	CN3907100000000	Highland County, OH	0	T	5741
F	CN3907300000000	Hocking County, OH	0	T	5742
F	CN3907500000000	Holmes County, OH	0	T	5743
F	CN3907700000000	Huron County, OH	0	T	5744
F	CN3907900000000	Jackson County, OH	0	T	5745
F	CN3908100000000	Jefferson County, OH	0	T	5746
F	CN3908300000000	Knox County, OH	0	T	5747
F	CN3908500000000	Lake County, OH	0	T	5748
F	CN3908700000000	Lawrence County, OH	0	T	5749
F	CN3908900000000	Licking County, OH	0	T	5750
F	CN3909100000000	Logan County, OH	0	T	5751
F	CN3909300000000	Lorain County, OH	0	T	5752
F	CN3909500000000	Lucas County, OH	0	T	5753
F	CN3909700000000	Madison County, OH	0	T	5754
F	CN3909900000000	Mahoning County, OH	0	T	5755
F	CN3910100000000	Marion County, OH	0	T	5756
F	CN3910300000000	Medina County, OH	0	T	5757
F	CN3910500000000	Meigs County, OH	0	T	5758
F	CN3910700000000	Mercer County, OH	0	T	5759
F	CN3910900000000	Miami County, OH	0	T	5760
F	CN3911100000000	Monroe County, OH	0	T	5761
F	CN3911300000000	Montgomery County, OH	0	T	5762
F	CN3911500000000	Morgan County, OH	0	T	5763
F	CN3911700000000	Morrow County, OH	0	T	5764
F	CN3911900000000	Muskingum County, OH	0	T	5765
F	CN3912100000000	Noble County, OH	0	T	5766
F	CN3912300000000	Ottawa County, OH	0	T	5767
F	CN3912500000000	Paulding County, OH	0	T	5768
F	CN3912700000000	Perry County, OH	0	T	5769
F	CN3912900000000	Pickaway County, OH	0	T	5770
F	CN3913100000000	Pike County, OH	0	T	5771
F	CN3913300000000	Portage County, OH	0	T	5772
F	CN3913500000000	Preble County, OH	0	T	5773
F	CN3913700000000	Putnam County, OH	0	T	5774
F	CN3913900000000	Richland County, OH	0	T	5775
F	CN3914100000000	Ross County, OH	0	T	5776
F	CN3914300000000	Sandusky County, OH	0	T	5777
F	CN3914500000000	Scioto County, OH	0	T	5778
F	CN3914700000000	Seneca County, OH	0	T	5779
F	CN3914900000000	Shelby County, OH	0	T	5780
F	CN3915100000000	Stark County, OH	0	T	5781
F	CN3915300000000	Summit County, OH	0	T	5782
F	CN3915500000000	Trumbull County, OH	0	T	5783
F	CN3915700000000	Tuscarawas County, OH	0	T	5784
F	CN3915900000000	Union County, OH	0	T	5785
F	CN3916100000000	Van Wert County, OH	0	T	5786
F	CN3916300000000	Vinton County, OH	0	T	5787
F	CN3916500000000	Warren County, OH	0	T	5788
F	CN3916700000000	Washington County, OH	0	T	5789
F	CN3916900000000	Wayne County, OH	0	T	5790
F	CN3917100000000	Williams County, OH	0	T	5791
F	CN3917300000000	Wood County, OH	0	T	5792
F	CN3917500000000	Wyandot County, OH	0	T	5793
F	CN4000100000000	Adair County, OK	0	T	5907
F	CN4000300000000	Alfalfa County, OK	0	T	5908
F	CN4000500000000	Atoka County, OK	0	T	5909
F	CN4000700000000	Beaver County, OK	0	T	5910
F	CN4000900000000	Beckham County, OK	0	T	5911
F	CN4001100000000	Blaine County, OK	0	T	5912
F	CN4001300000000	Bryan County, OK	0	T	5913
F	CN4001500000000	Caddo County, OK	0	T	5914
F	CN4001700000000	Canadian County, OK	0	T	5915
F	CN4001900000000	Carter County, OK	0	T	5916
F	CN4002100000000	Cherokee County, OK	0	T	5917
F	CN4002300000000	Choctaw County, OK	0	T	5918
F	CN4002500000000	Cimarron County, OK	0	T	5919
F	CN4002700000000	Cleveland County, OK	0	T	5920
F	CN4002900000000	Coal County, OK	0	T	5921
F	CN4003100000000	Comanche County, OK	0	T	5922
F	CN4003300000000	Cotton County, OK	0	T	5923
F	CN4003500000000	Craig County, OK	0	T	5924
F	CN4003700000000	Creek County, OK	0	T	5925
F	CN4003900000000	Custer County, OK	0	T	5926
F	CN4004100000000	Delaware County, OK	0	T	5927
F	CN4004300000000	Dewey County, OK	0	T	5928
F	CN4004500000000	Ellis County, OK	0	T	5929
F	CN4004700000000	Garfield County, OK	0	T	5930
F	CN4004900000000	Garvin County, OK	0	T	5931
F	CN4005100000000	Grady County, OK	0	T	5932
F	CN4005300000000	Grant County, OK	0	T	5933
F	CN4005500000000	Greer County, OK	0	T	5934
F	CN4005700000000	Harmon County, OK	0	T	5935
F	CN4005900000000	Harper County, OK	0	T	5936
F	CN4006100000000	Haskell County, OK	0	T	5937
F	CN4006300000000	Hughes County, OK	0	T	5938
F	CN4006500000000	Jackson County, OK	0	T	5939
F	CN4006700000000	Jefferson County, OK	0	T	5940
F	CN4006900000000	Johnston County, OK	0	T	5941
F	CN4007100000000	Kay County, OK	0	T	5942
F	CN4007300000000	Kingfisher County, OK	0	T	5943
F	CN4007500000000	Kiowa County, OK	0	T	5944
F	CN4007700000000	Latimer County, OK	0	T	5945
F	CN4007900000000	Le Flore County, OK	0	T	5946
F	CN4008100000000	Lincoln County, OK	0	T	5947
F	CN4008300000000	Logan County, OK	0	T	5948
F	CN4008500000000	Love County, OK	0	T	5949
F	CN4008700000000	McClain County, OK	0	T	5950
F	CN4008900000000	McCurtain County, OK	0	T	5951
F	CN4009100000000	McIntosh County, OK	0	T	5952
F	CN4009300000000	Major County, OK	0	T	5953
F	CN4009500000000	Marshall County, OK	0	T	5954
F	CN4009700000000	Mayes County, OK	0	T	5955
F	CN4009900000000	Murray County, OK	0	T	5956
F	CN4010100000000	Muskogee County, OK	0	T	5957
F	CN4010300000000	Noble County, OK	0	T	5958
F	CN4010500000000	Nowata County, OK	0	T	5959
F	CN4010700000000	Okfuskee County, OK	0	T	5960
F	CN4010900000000	Oklahoma County, OK	0	T	5961
F	CN4011100000000	Okmulgee County, OK	0	T	5962
F	CN4011300000000	Osage County, OK	0	T	5963
F	CN4011500000000	Ottawa County, OK	0	T	5964
F	CN4011700000000	Pawnee County, OK	0	T	5965
F	CN4011900000000	Payne County, OK	0	T	5966
F	CN4012100000000	Pittsburg County, OK	0	T	5967
F	CN4012300000000	Pontotoc County, OK	0	T	5968
F	CN4012500000000	Pottawatomie County, OK	0	T	5969
F	CN4012700000000	Pushmataha County, OK	0	T	5970
F	CN4012900000000	Roger Mills County, OK	0	T	5971
F	CN4013100000000	Rogers County, OK	0	T	5972
F	CN4013300000000	Seminole County, OK	0	T	5973
F	CN4013500000000	Sequoyah County, OK	0	T	5974
F	CN4013700000000	Stephens County, OK	0	T	5975
F	CN4013900000000	Texas County, OK	0	T	5976
F	CN4014100000000	Tillman County, OK	0	T	5977
F	CN4014300000000	Tulsa County, OK	0	T	5978
F	CN4014500000000	Wagoner County, OK	0	T	5979
F	CN4014700000000	Washington County, OK	0	T	5980
F	CN4014900000000	Washita County, OK	0	T	5981
F	CN4015100000000	Woods County, OK	0	T	5982
F	CN4015300000000	Woodward County, OK	0	T	5983
F	CN4100100000000	Baker County, OR	0	T	6041
F	CN4100300000000	Benton County, OR	0	T	6042
F	CN4100500000000	Clackamas County, OR	0	T	6043
F	CN4100700000000	Clatsop County, OR	0	T	6044
F	CN4100900000000	Columbia County, OR	0	T	6045
F	CN4101100000000	Coos County, OR	0	T	6046
F	CN4101300000000	Crook County, OR	0	T	6047
F	CN4101500000000	Curry County, OR	0	T	6048
F	CN4101700000000	Deschutes County, OR	0	T	6049
F	CN4101900000000	Douglas County, OR	0	T	6050
F	CN4102100000000	Gilliam County, OR	0	T	6051
F	CN4102300000000	Grant County, OR	0	T	6052
F	CN4102500000000	Harney County, OR	0	T	6053
F	CN4102700000000	Hood River County, OR	0	T	6054
F	CN4102900000000	Jackson County, OR	0	T	6055
F	CN4103100000000	Jefferson County, OR	0	T	6056
F	CN4103300000000	Josephine County, OR	0	T	6057
F	CN4103500000000	Klamath County, OR	0	T	6058
F	CN4103700000000	Lake County, OR	0	T	6059
F	CN4103900000000	Lane County, OR	0	T	6060
F	CN4104100000000	Lincoln County, OR	0	T	6061
F	CN4104300000000	Linn County, OR	0	T	6062
F	CN4104500000000	Malheur County, OR	0	T	6063
F	CN4104700000000	Marion County, OR	0	T	6064
F	CN4104900000000	Morrow County, OR	0	T	6065
F	CN4105100000000	Multnomah County, OR	0	T	6066
F	CN4105300000000	Polk County, OR	0	T	6067
F	CN4105500000000	Sherman County, OR	0	T	6068
F	CN4105700000000	Tillamook County, OR	0	T	6069
F	CN4105900000000	Umatilla County, OR	0	T	6070
F	CN4106100000000	Union County, OR	0	T	6071
F	CN4106300000000	Wallowa County, OR	0	T	6072
F	CN4106500000000	Wasco County, OR	0	T	6073
F	CN4106700000000	Washington County, OR	0	T	6074
F	CN4106900000000	Wheeler County, OR	0	T	6075
F	CN4107100000000	Yamhill County, OR	0	T	6076
F	CN4213300000000	York County, PA	0	T	6224
F	CN4400100000000	Bristol County, RI	0	T	6301
F	CN4400300000000	Kent County, RI	0	T	6302
F	CN4400500000000	Newport County, RI	0	T	6303
F	CN4400700000000	Providence County, RI	0	T	6304
F	CN4400900000000	Washington County, RI	0	T	6305
F	CN4500100000000	Abbeville County, SC	0	T	6366
F	CN4500300000000	Aiken County, SC	0	T	6367
F	CN4500500000000	Allendale County, SC	0	T	6368
F	CN4500700000000	Anderson County, SC	0	T	6369
F	CN4500900000000	Bamberg County, SC	0	T	6370
F	CN4501100000000	Barnwell County, SC	0	T	6371
F	CN4501300000000	Beaufort County, SC	0	T	6372
F	CN4501500000000	Berkeley County, SC	0	T	6373
F	CN4501700000000	Calhoun County, SC	0	T	6374
F	CN4501900000000	Charleston County, SC	0	T	6375
F	CN4502100000000	Cherokee County, SC	0	T	6376
F	CN4502300000000	Chester County, SC	0	T	6377
F	CN4502500000000	Chesterfield County, SC	0	T	6378
F	CN4502700000000	Clarendon County, SC	0	T	6379
F	CN4502900000000	Colleton County, SC	0	T	6380
F	CN4503100000000	Darlington County, SC	0	T	6381
F	CN4503300000000	Dillon County, SC	0	T	6382
F	CN4503500000000	Dorchester County, SC	0	T	6383
F	CN4503700000000	Edgefield County, SC	0	T	6384
F	CN4503900000000	Fairfield County, SC	0	T	6385
F	CN4504100000000	Florence County, SC	0	T	6386
F	CN4504300000000	Georgetown County, SC	0	T	6387
F	CN4504500000000	Greenville County, SC	0	T	6388
F	CN4504700000000	Greenwood County, SC	0	T	6389
F	CN4504900000000	Hampton County, SC	0	T	6390
F	CN4505100000000	Horry County, SC	0	T	6391
F	CN4505300000000	Jasper County, SC	0	T	6392
F	CN4505500000000	Kershaw County, SC	0	T	6393
F	CN4505700000000	Lancaster County, SC	0	T	6394
F	CN4505900000000	Laurens County, SC	0	T	6395
F	CN4506100000000	Lee County, SC	0	T	6396
F	CN4506300000000	Lexington County, SC	0	T	6397
F	CN4506500000000	McCormick County, SC	0	T	6398
F	CN4506700000000	Marion County, SC	0	T	6399
F	CN4506900000000	Marlboro County, SC	0	T	6400
F	CN4507100000000	Newberry County, SC	0	T	6401
F	CN4507300000000	Oconee County, SC	0	T	6402
